Date,WP0,WP1,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP2,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP3,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP4,WP40,WP41,WP42,WP43,WP44,WP45,WP46,WP47,WP48,WP49,WP5,WP6,WP7,WP8,WP9
2014-11-01,308.64492142100005,0.0,0.0,0,8.548428778999998,0.0,2212.4589916,45903.08966900001,0.0,17780.451483,10933.885639299997,28.769955541999998,0.0,0.0,0.0,0.0,96.39261208399999,0.0,0.0,0.0,0.0,0.0,0.0,22253.475036,0.0,0.0,0.0,6.1858074479999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16658.666843,0.0,66265.47915500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.97511926,207.19130293999999
2014-12-01,317.443184092,0.0,0.0,0,9.258230055999999,0.0,2649.0721521,45903.08966900001,0.0,17780.451483,11230.548142799997,35.945641007,0.0,0.0,0.0,0.0,102.73220495999999,0.0,0.0,0.0,0.0,0.0,0.0,24022.66038,0.0,0.0,0.0,6.409148590999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17707.183362,0.0,69149.29596300001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.06991865,213.017638421
2015-01-01,326.240759895,0.0,0.0,0,9.967852319999999,0.0,3082.358909,45903.08966900001,0.0,17780.451483,11526.657478499998,43.116975679,0.0,0.0,0.0,0.0,109.066122998,0.0,0.0,0.0,0.0,154.8495473,0.0,25782.137989000003,0.0,0.0,0.0,6.631927363999998,0.0,0.0,0.0,534.5002728,0.0,0.0,0.0,0.0,18748.839251999998,0.0,72014.08765900001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.15892621,218.805461678
2015-02-01,335.037720536,0.0,0.0,0,10.677320919,0.0,3512.9510928,45903.08966900001,0.0,17780.451483,11822.257242499998,50.284503014,5.422370986,0.0,0.0,0.0,115.395270071,0.0,0.0,0.0,0.0,305.8243288,0.0,27532.773116000004,0.0,0.0,0.0,6.854174675999999,0.0,0.0,0.0,1064.1332241,0.0,0.0,0.0,0.0,19784.346164,0.0,74861.845595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.24282,224.558788751
2015-03-01,343.83400563099997,0.0,0.0,0,11.386624091,0.0,3940.8844999,45903.08966900001,0.0,17780.451483,12117.272696899998,57.44788461,10.828825756,0.0,0.0,0.0,121.719524153,0.0,0.0,0.0,0.0,454.37803269999995,0.0,29273.524452000005,0.0,0.0,0.0,7.075804813999999,0.0,0.0,0.0,1589.7485007999999,0.0,0.0,0.0,0.0,20813.108119999997,0.0,77690.93430800001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.32118614,230.274255622
2015-04-01,352.629637824,0.0,0.0,0,12.095766239,0.0,4366.422159199999,45903.08966900001,0.0,17780.451483,12411.702325899998,64.607278346,16.227844488000002,0.0,0.0,0.0,128.039372719,0.0,1405.446092,0.0,0.0,601.2418588999999,0.0,31004.669763000005,0.0,0.0,0.0,7.2968108329999986,0.0,0.0,0.0,2111.9712472,0.0,0.0,0.0,0.0,21835.397918,0.0,80502.121681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.39431837,235.953377678
2015-05-01,361.4245951,0.0,0.0,0,12.804731197999999,0.0,4789.593294099999,45903.08966900001,0.0,17780.451483,12705.507427099998,71.762550245,21.621904625000003,0.0,0.0,0.0,134.354983712,0.0,2789.699475,0.0,0.0,746.7277536999999,0.0,32725.906563000004,0.0,0.0,0.0,7.517143909999999,0.0,0.0,0.0,2630.9666952000002,0.0,0.0,0.0,0.0,22851.045099,0.0,83294.949613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.46215819,241.595254694
2015-06-01,370.21889444199996,0.0,0.0,0,13.513501606999998,24.5296747,5210.5328942999995,45903.08966900001,0.0,17780.451483,12998.684308199998,78.913817301,27.012379462000002,0.0,0.0,0.0,140.666762208,0.0,4160.4715639999995,0.0,0.0,891.0819767999999,0.0,34437.60791100001,0.0,0.0,0.0,7.736799892999999,0.0,0.0,0.0,3146.9979681000004,0.0,0.0,0.0,0.0,23860.308433,0.0,86070.15372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.52498048,247.201370985
2015-07-01,379.01250691599995,0.0,0.0,0,14.222027523999998,48.862680600000004,5629.201999399999,45903.08966900001,0.0,17780.451483,13291.186272299998,86.060915974,32.399909384000004,0.0,0.0,0.0,146.974840297,0.0,5519.4375119999995,0.0,0.0,1034.4110494,0.0,36139.53529100001,0.0,0.0,0.0,7.955729318999999,0.0,0.0,0.0,3660.0757149000005,0.0,0.0,0.0,0.0,24863.021424,0.0,88827.284644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.58272171,252.770920864
2015-08-01,387.80542434499995,0.0,0.0,0,14.930244789999998,73.0683228,6045.620712399999,45903.08966900001,0.0,17780.451483,13582.993090799997,93.20381041099999,37.784995200000004,0.0,0.0,0.0,153.279453225,0.0,6867.6704549999995,0.0,0.0,1176.8210838999998,0.0,37831.78085100001,0.0,0.0,0.0,8.173906057999998,0.0,0.0,0.0,4170.2726417,0.0,0.0,0.0,0.0,25859.2300515,0.0,91566.479633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.63547811,258.304419859
2015-09-01,396.59766056699993,0.0,0.0,0,15.638084655999998,97.17137951000001,6459.872772,45903.08966900001,0.0,17780.451483,13874.114487999997,100.34259684899999,43.16805123300001,0.0,0.0,0.0,159.580913605,0.0,8206.184468,0.0,0.0,1318.4202366999998,0.0,39514.74702600001,0.0,0.0,0.0,8.391330694999999,0.0,0.0,0.0,4677.7288268,0.0,0.0,0.0,0.0,26849.1868593,0.0,94288.441595,0.0,0.0,0.0,0.0,0.0,0.0,19.81721047,0.0,0.0,407.68349877,263.803389711
2015-10-01,405.3891809869999,0.0,0.0,0,16.345431889999997,121.17947671000002,6871.8936365,45903.08966900001,0.0,17780.451483,14164.520391399998,107.47709099099998,48.54927693900001,0.0,0.0,0.0,165.879312642,0.0,9535.136926,0.0,0.0,1459.2502042999997,0.0,41188.21850900001,0.0,0.0,0.0,8.607953771999998,0.0,0.0,0.0,5182.388459,0.0,0.0,0.0,0.0,27832.7279929,0.0,96992.733311,0.0,0.0,0.0,0.0,0.0,0.0,39.480385760000004,0.0,0.0,420.72671135,263.803389711
2015-11-01,414.1800007009999,0.0,0.0,0,17.052192454999997,145.10223434000002,7281.760566,45903.08966900001,0.0,17780.451483,14454.231539099997,114.60738592899999,53.92892542800001,0.0,0.0,0.0,172.174929612,0.0,10855.192619,0.0,0.0,1599.3897436999996,0.0,42852.58578300001,0.0,0.0,0.0,8.823779151999998,0.0,0.0,0.0,5684.3663749,0.0,0.0,0.0,0.0,28810.101592799998,0.0,99680.046367,0.0,0.0,0.0,0.0,0.0,0.0,59.01027972,0.0,0.0,433.76535047000004,263.803389711
2015-12-01,422.9700857429999,0.0,0.0,0,17.758218033999995,168.94180798000002,7689.406811,45903.08966900001,0.0,17780.451483,14743.225708599997,121.73329170499998,59.30710721500001,0.0,0.0,0.0,178.467846914,0.0,12166.354441,0.0,0.0,1738.8646942999997,0.0,44507.62819500001,0.0,0.0,0.0,9.038757783999998,0.0,0.0,0.0,6183.5934222,0.0,0.0,0.0,0.0,29781.1433013,0.0,102349.931406,0.0,0.0,0.0,0.0,0.0,0.0,78.40713956,0.0,0.0,446.79934191000007,263.803389711
2016-01-01,431.7594266779999,0.0,0.0,0,18.463372384999996,192.70206472,8094.8371707,45903.08966900001,0.0,17780.451483,15031.506378299997,128.854755483,64.68395394900001,0.0,0.0,0.0,184.758207331,0.0,13468.867702,0.0,0.0,1877.7170103999997,0.0,46153.423552000015,0.0,0.0,0.0,9.252868188999997,0.0,0.0,0.0,6680.0858228,0.0,0.0,0.0,0.0,30745.8921164,0.0,105002.49454,0.0,0.0,0.0,0.0,0.0,0.0,97.67325357,0.0,0.0,459.8287624100001,263.803389711
2016-02-01,440.5480650199999,0.0,0.0,0,19.167588644999995,216.39091109,8497.8593033,45903.08966900001,0.0,17780.451483,15319.124415299997,135.972016283,70.05964822900002,0.0,0.0,0.0,191.046295297,0.0,14763.462669999999,0.0,0.0,2016.0193980999998,0.0,47790.47977200001,0.0,510.6204765,0.0,9.466148256999997,0.0,0.0,0.0,7173.8649816,0.0,0.0,0.0,0.0,31704.785318899998,0.0,107638.940115,0.0,0.0,0.0,0.0,0.0,0.0,116.81843667,0.0,0.0,472.8539686100001,263.803389711
2016-03-01,449.3359454169999,0.0,0.0,0,19.870660690999994,240.00612169000001,8898.1697037,45903.08966900001,0.0,17780.451483,15606.040519799997,143.084730042,75.43420087400001,0.0,0.0,0.0,197.332079425,0.0,16049.746157999998,0.0,0.0,2153.7659322,0.0,49417.96852500001,0.0,1015.150346,0.0,9.678521218999997,0.0,0.0,0.0,7664.582929499999,0.0,0.0,0.0,0.0,31704.785318899998,0.0,110268.939257,0.0,0.0,0.0,0.0,0.0,0.0,135.83601579999998,0.0,0.0,485.8747391000001,263.803389711
2016-04-01,458.1230861099999,0.0,0.0,0,20.572494613999993,263.55227626,9295.8484687,45903.08966900001,0.0,17780.451483,15892.284110099998,150.19299236799998,80.80772101600002,0.0,0.0,0.0,203.61574376,0.0,17328.096823999997,0.0,0.0,2291.0009195,0.0,51035.97522800001,0.0,1515.5501009,0.0,9.678521218999997,0.0,0.0,0.0,8152.2563161,0.0,0.0,0.0,0.0,31704.785318899998,0.0,112892.75683900001,0.0,0.0,0.0,0.0,0.0,0.0,154.73201676999997,0.0,0.0,498.8912789400001,263.803389711
2016-05-01,466.90945753599993,0.0,0.0,0,21.272912405999993,287.02916158,9690.8366107,45903.08966900001,0.0,17780.451483,16177.840807199998,157.296598836,86.18023941200002,0.0,0.0,0.0,209.89732509799998,0.0,18598.340497999998,0.0,0.0,2427.7326061,0.0,52643.99020300001,0.0,2012.1868067,0.0,9.678521218999997,0.0,0.0,0.0,8636.7499567,0.0,0.0,0.0,0.0,31704.785318899998,0.0,115508.78507400001,0.0,0.0,0.0,0.0,0.0,0.0,173.50478657999997,0.0,0.0,511.90351013000014,263.803389711
2016-06-01,475.69507982299996,0.0,0.0,0,21.971836574999994,310.44077494,10077.0415854,45903.08966900001,0.0,17780.451483,16462.740608099997,164.39564757,91.55184148100003,0.0,0.0,0.0,216.17698421199998,0.0,18598.340497999998,0.0,0.0,2563.9985748,0.0,54241.85538300001,0.0,2503.6656622,0.0,9.678521218999997,1693.574449,0.0,0.0,9115.7695047,0.0,0.0,0.0,0.0,31704.785318899998,0.0,118116.26092100001,0.0,0.0,0.0,0.0,0.0,0.0,192.16068566999996,0.0,0.0,524.9116282900002,263.803389711
2016-07-01,475.69507982299996,0.0,0.0,0,22.669096723999996,333.78665968999996,10456.8876721,45903.08966900001,0.0,17780.451483,16746.9698133,171.489928484,96.92254603000002,0.0,0.0,0.0,222.45476576099998,0.0,18598.340497999998,0.0,0.0,2699.8033922,0.0,55828.47536400001,0.0,2989.4344179,0.0,9.678521218999997,3355.1521709999997,0.0,0.0,9588.7893362,0.0,0.0,0.0,0.0,31704.785318899998,0.0,120714.18162900001,0.0,0.0,0.0,0.0,0.0,0.0,210.69839565999996,0.0,0.0,537.9155529000002,263.803389711
2016-08-01,475.69507982299996,0.0,0.0,0,23.364587621999995,357.06839083999995,10831.641657799999,45903.08966900001,0.0,17780.451483,17030.5369645,178.579386226,102.29239765500002,0.0,0.0,0.0,228.73078598399997,0.0,18598.340497999998,0.0,0.0,2835.1652741,0.0,57403.06785800001,0.0,3469.6660237,0.0,9.678521218999997,4993.6230749999995,0.0,0.0,10056.0878843,0.0,13.69533399,0.0,0.0,31704.785318899998,0.0,123302.063057,0.0,0.0,0.0,0.0,0.0,0.0,229.12036964999996,0.0,0.0,550.9153418400002,263.803389711
2016-09-01,475.69507982299996,0.0,0.0,0,24.058285555999994,380.2894071399999,11202.0444228,45903.08966900001,0.0,17780.451483,17313.4714298,185.664121436,107.66146271600002,0.0,0.0,0.0,235.00521055999997,0.0,18598.340497999998,0.0,0.0,2970.1141168,0.0,58965.41560900001,0.0,3944.8022641000002,0.0,9.678521218999997,6612.848717,0.0,0.0,10518.1600148,0.0,27.22329297,0.0,0.0,31704.785318899998,0.0,125879.913256,0.0,0.0,0.0,0.0,0.0,0.0,247.43250199999994,0.0,0.0,563.9111775100002,263.803389711
2016-10-01,475.69507982299996,0.0,0.0,0,24.750065730999996,403.4490468699999,11568.3166391,45903.08966900001,0.0,17780.451483,17595.7603964,192.743919625,113.02975542700001,0.0,0.0,0.0,241.27809540699997,0.0,18598.340497999998,0.0,0.0,3104.6512413,0.0,60514.59455300001,0.0,4414.9392628000005,0.0,9.678521218999997,8214.050176,0.0,0.0,10975.1178721,0.0,40.66339512,0.0,0.0,31704.785318899998,0.0,128447.155244,0.0,0.0,0.0,0.0,0.0,0.0,265.6333000899999,0.0,0.0,576.9029806700003,263.803389711
2016-11-01,475.69507982299996,39.39379636,0.0,0,25.439947772999997,426.5504852299999,11930.8279638,45903.08966900001,0.0,17780.451483,17877.4325405,199.818884578,118.39733768300002,0.0,0.0,0.0,247.54958443999996,0.0,18598.340497999998,0.0,0.0,3238.8031662,0.0,62050.69400900001,0.0,4880.4515704000005,0.0,9.678521218999997,9798.984563,0.0,0.0,11427.3477692,0.0,54.047464059999996,0.0,0.0,31704.785318899998,0.0,131003.844059,0.0,0.0,0.0,0.0,676.0684474,0.0,283.6768293099999,0.0,0.0,589.8909268000002,263.803389711
